Raman Shift,Processed Intensity
331.095,67.16027515667656
333.909,43.6751116888895
336.721,12.759902606063406
339.531,-16.0853453796758
342.339,-28.45585022718842
345.145,-13.875381187528092
347.949,3.0847002891268858
350.751,-3.385028924884409
353.55,-1.6653802559108044
356.348,-26.994261002583244
359.144,-22.18095333796873
361.937,-3.0822980736420504
364.729,3.016359671493774
367.518,9.16308194525027
370.306,52.83458276952024
373.091,125.93623485242188
375.874,218.80207630043742
378.656,273.00434114008567
381.435,242.49632317291298
384.212,158.0885731638341
386.988,102.73461983898278
389.761,79.34050040736793
392.532,54.81238632064151
395.301,44.104209032853305
398.068,10.503380998311968
400.833,-3.0834833305548273
403.596,-4.940084600578757
406.358,-15.064240313927712
409.117,-19.12025833358939
411.874,-28.91512043253124
414.629,-35.350857949105375
417.382,-33.90073906808311
420.133,-6.561649844031308
422.882,-11.47314596716933
425.629,37.79682487667196
428.374,84.96619992063415
431.117,159.37212455970075
433.858,203.11380328764972
436.597,255.48106491971657
439.334,258.9543563866973
442.069,227.49045081476788
444.802,182.57006036720668
447.533,158.00735384801828
450.262,181.66423621030845
452.989,210.78367568371004
455.714,254.32303090180858
458.438,274.2873780295663
461.159,257.3961712240812
463.878,229.7499030953436
466.595,237.21105088127752
469.31,228.02311786086557
472.024,197.33443667205393
474.735,204.76959167726818
477.444,182.76274609083885
480.152,194.9385881540411
482.857,210.2551820720305
485.561,216.00396180793405
488.262,188.52401059122212
490.962,197.82110233084404
493.659,182.47245731408293
496.355,190.24578361968952
499.048,198.24212805483558
501.74,202.7530128063404
504.43,225.9270959014343
507.118,255.817784049475
509.804,281.1451311979454
512.488,300.48630851702865
515.17,335.60893152703875
517.85,362.32819674965776
520.528,370.03068502583346
523.204,357.7219743574892
525.878,324.88377655875547
528.551,303.90250247863605
531.221,306.831160556997
533.89,320.3417315710508
536.556,328.8204005246839
539.221,363.0342171092216
541.883,382.5596609260888
544.544,425.5445400428125
547.203,436.4698895490196
549.86,440.43567963623946
552.515,458.30366653484134
555.168,462.22119583195536
557.819,439.14500578939396
560.469,418.07931637585534
563.116,417.885346870562
565.761,404.328928704987
568.405,439.08049925697605
571.047,455.5722385019981
573.687,455.99806280726307
576.324,419.7421901544035
578.96,412.045800600255
581.594,373.43560149954783
584.227,348.5333451085412
