Raman Shift,Processed Intensity
331.095,194.68761868529464
333.909,11.750386813695513
336.721,-38.57791381670859
339.531,-15.797263741003917
342.339,-16.717128373978085
345.145,-24.95644263966915
347.949,-11.324549581595875
350.751,-10.535474006492223
353.55,9.506372710689448
356.348,19.658581916001367
359.144,-22.93543552780511
361.937,-40.89406101701843
364.729,-16.597460935082836
367.518,34.00289440984852
370.306,110.0032788155795
373.091,209.97628030365513
375.874,298.9707998085728
378.656,327.8453832003297
381.435,291.45869616412256
384.212,217.669522889561
386.988,132.527240950365
389.761,50.22420094595827
392.532,40.238582333544855
395.301,7.71534449828323
398.068,-0.43853646225579723
400.833,-12.601688096486214
403.596,-18.200246886066452
406.358,-33.70785881684378
409.117,2.68765203425437
411.874,13.274755790393101
414.629,32.62773288200651
417.382,7.749523768547533
420.133,-7.071134263179829
422.882,-4.926379824499691
425.629,32.37743399332612
428.374,73.03401931882945
431.117,136.52286123843533
433.858,196.84730973003434
436.597,235.29648112035875
439.334,223.44525478045716
442.069,212.39236505925737
444.802,157.85563607427594
447.533,145.50531174042362
450.262,156.48786198927837
452.989,206.283122321699
455.714,196.75190955091284
458.438,211.993161355128
461.159,175.9629805920581
463.878,182.6651081848645
466.595,143.48425315096574
469.31,152.6622797737009
472.024,141.8220138216152
474.735,126.1100963867957
477.444,113.38745677081306
480.152,157.324547275437
482.857,140.68705418381978
485.561,164.5739896940595
488.262,180.5129267099178
490.962,175.4599955362869
493.659,167.8474996222849
496.355,171.72676939958546
499.048,151.48244469218116
501.74,165.11818569757543
504.43,179.4471458727371
507.118,197.56815910576597
509.804,205.10383164947234
512.488,209.77196738828252
515.17,250.19508834323688
517.85,247.28138374842092
520.528,267.6056591273905
523.204,270.55219013150554
525.878,218.98138590207418
528.551,208.70597624201582
531.221,248.014817835156
533.89,235.8633671321777
536.556,285.6355818079942
539.221,345.3343936477063
541.883,359.8674195277981
544.544,371.57076763543137
547.203,381.5423674972599
549.86,353.6895857225318
552.515,342.6816036509499
555.168,358.4256045243419
557.819,365.01915113451514
560.469,345.0835158520699
563.116,350.38272494092826
565.761,359.53784096810205
