Raman Shift,Processed Intensity
331.095,68.29192952380934
333.909,34.00106714285705
336.721,17.433468571428513
339.531,11.878563809523827
342.339,7.363601904761902
345.145,9.940037142857154
347.949,4.707893333333332
350.751,-6.089111714285741
353.55,-30.49199385714287
356.348,-34.25512295238096
359.144,-20.227059952380923
361.937,17.459079904761932
364.729,55.09956138095242
367.518,70.32559400000005
370.306,99.48352857142865
373.091,176.9686047619049
375.874,274.32015238095255
378.656,316.26902857142875
381.435,287.9756476190477
384.212,198.60223809523814
386.988,83.97865714285716
389.761,13.888604761904777
392.532,-17.692371428571438
395.301,-40.930404761904775
398.068,-35.37118571428571
400.833,-16.082757142857144
403.596,-1.6079190476190492
406.358,-8.726238095238104
409.117,7.879380952380967
411.874,14.860669523809541
414.629,17.39442904761906
417.382,42.08746761904765
420.133,49.0236804761905
422.882,33.812158095238146
425.629,69.6343671428572
428.374,115.05405523809532
431.117,157.44536190476202
433.858,217.99335714285726
436.597,236.26450476190487
439.334,217.73109523809535
442.069,200.4375904761906
444.802,151.4770190476191
447.533,143.84789523809536
450.262,139.93069523809535
452.989,161.63008571428583
455.714,214.85173333333347
458.438,247.40649523809535
461.159,213.24861904761914
463.878,178.38073809523817
466.595,116.13909523809531
469.31,101.7653095238096
472.024,123.93050476190484
474.735,116.68652857142864
477.444,105.51429523809529
480.152,118.60963809523818
482.857,114.07329523809533
485.561,148.2926000000001
488.262,179.51185714285722
490.962,136.26125714285718
493.659,115.40460000000007
496.355,95.28214285714289
499.048,55.091547619047674
501.74,70.31680000000007
504.43,86.25066190476196
507.118,90.18661904761913
509.804,129.18004285714295
512.488,156.3338380952382
515.17,176.27490476190485
517.85,195.5828095238096
520.528,169.36019047619055
523.204,149.28209523809528
525.878,109.26100000000008
528.551,99.87600000000008
531.221,103.32538095238101
533.89,117.09310476190483
536.556,111.13896190476196
539.221,117.47073333333338
541.883,87.80991904761909
544.544,91.73491428571435
547.203,79.82428571428578
549.86,109.08508571428578
552.515,96.66677142857148
555.168,110.81374285714293
557.819,123.00849047619056
560.469,158.8285714285715
563.116,145.5180095238096
565.761,149.5589714285715
568.405,148.76584761904775
571.047,156.90549523809537
573.687,176.74477142857154
576.324,200.76458095238104
578.96,179.25489523809534
581.594,138.21972857142865
584.227,128.42421904761912
586.857,127.68155714285723
589.485,131.42350476190484
592.112,153.74801428571436
594.737,158.94326666666674
597.359,120.29703809523815
599.98,101.85888571428578
602.599,93.29712857142862
605.216,102.08930476190484
607.831,100.04561904761908
610.445,87.40477619047624
613.056,89.59580952380959
615.666,106.52344285714291
618.274,109.5207714285715
620.88,132.2065190476191
623.484,114.29406190476196
626.086,112.49634285714296
628.686,141.33605238095248
631.284,164.90645714285725
633.881,191.25357142857155
636.476,198.99414285714298
639.068,194.26869523809538
641.659,176.07429047619055
644.249,151.59888571428579
646.836,130.21999047619056
649.421,115.02966666666673
652.005,83.11951428571432
654.587,60.00967619047621
657.166,35.124880952380984
659.745,37.50889523809528
662.321,61.44313333333338
664.895,73.78044761904765
667.468,77.5164628571429
670.038,52.98004857142858
672.607,40.88092095238098
675.174,46.8811228571429
677.739,56.07125238095241
680.303,39.875160952380966
682.864,43.57384952380954
685.424,47.87693523809528
687.982,36.20830095238097
690.538,37.70616000000001
693.092,34.984995238095244
695.645,11.516522380952395
698.195,4.058249285714302
700.744,25.701170095238098
703.291,13.964889619047625
705.836,5.321516857142868
708.38,3.528998000000006
710.921,21.29771971428575
