Raman Shift,Processed Intensity
331.095,13.80061428571437
333.909,4.7153333333333425
336.721,-27.414838095238128
339.531,-61.484566666666694
342.339,-50.12756190476192
345.145,-39.261947619047625
347.949,-26.421254285714287
350.751,-0.5647814285714482
353.55,-13.83970476190477
356.348,-23.485664285714268
359.144,21.022106666666716
361.937,62.544184285714344
364.729,104.22959238095248
367.518,155.2770323809525
370.306,241.98310476190494
373.091,346.45580952380976
375.874,456.56738095238114
378.656,487.8110476190478
381.435,436.0161904761906
384.212,333.3465714285715
386.988,230.3495285714287
389.761,127.66904285714291
392.532,68.14161428571433
395.301,43.46252857142862
398.068,48.28165238095244
400.833,63.39276190476194
403.596,59.59160952380954
406.358,43.484933333333366
409.117,43.06190952380956
411.874,49.07508571428575
414.629,54.46887142857145
417.382,30.998514285714297
420.133,24.99198571428576
422.882,36.349823809523876
425.629,101.16422857142871
428.374,215.00480476190495
431.117,336.9655714285716
433.858,369.38014285714297
436.597,345.44004761904773
439.334,265.3852380952382
442.069,198.59928571428586
444.802,174.27647619047633
447.533,219.75400000000013
450.262,247.98942857142873
452.989,315.60714285714306
455.714,363.61328571428584
458.438,345.0143809523811
461.159,288.9130000000001
463.878,206.6975000000001
466.595,143.61428571428584
469.31,137.05245238095247
472.024,152.97314285714296
474.735,171.14750000000012
477.444,214.06109523809536
480.152,198.15204761904772
482.857,213.52557142857157
485.561,225.57219047619063
488.262,217.8257142857144
490.962,217.77261904761917
493.659,206.2330000000001
496.355,188.69328571428582
499.048,176.11642857142868
501.74,173.3222380952382
504.43,147.8445714285715
507.118,161.17009523809537
509.804,197.11861904761923
512.488,288.98585714285736
515.17,362.30566666666687
517.85,395.89776190476215
520.528,371.5331904761906
523.204,280.3173809523811
525.878,212.44976190476203
528.551,172.13014285714297
531.221,160.60519047619056
533.89,168.312761904762
536.556,166.35623809523815
539.221,151.7439857142858
541.883,116.95995000000005
544.544,89.72613809523816
547.203,77.85950238095245
549.86,122.98651904761917
552.515,146.20933095238104
555.168,194.29595714285725
557.819,150.68147142857148
560.469,128.27651428571437
563.116,123.13438571428583
565.761,149.30803809523817
568.405,169.27899523809535
571.047,174.8609476190477
573.687,132.53471428571436
576.324,115.01826190476199
578.96,119.07695238095246
