Raman Shift,Processed Intensity
331.095,67.00882290483332
333.909,86.2582146623613
336.721,78.66799553375677
339.531,58.7381722138598
342.339,44.27828859671399
345.145,60.43124199420663
347.949,42.38757554518088
350.751,10.052151576926008
353.55,11.948920204769365
356.348,-23.255264449282095
359.144,-27.512542323619527
361.937,-37.2988026269627
364.729,-8.185108098862202
367.518,11.20992549229868
370.306,95.5058411229279
373.091,179.98890860650727
375.874,248.80259744778186
378.656,301.804716363617
381.435,310.99598137528164
384.212,243.71048866263482
386.988,186.42523503735856
389.761,119.99820984476719
392.532,37.3826773417959
395.301,9.055744789288383
398.068,13.3040734014171
400.833,18.747684533203028
403.596,32.8637667912858
406.358,37.51048449534028
409.117,46.022216601628315
411.874,31.971462293201967
414.629,33.073603712966815
417.382,8.663097268170986
420.133,-32.735096969855476
422.882,-47.357892078327495
425.629,24.700692676641665
428.374,60.58477121460055
431.117,122.86706246072617
433.858,200.69174567680193
436.597,213.0125538874263
439.334,202.35467683003526
442.069,190.0052353334886
444.802,146.0132795061868
447.533,131.42788216228564
450.262,160.63147034314352
452.989,167.76839493400757
455.714,176.26873837593848
458.438,170.56259856820998
461.159,158.55627753261842
463.878,131.44180341111905
466.595,115.88740484441496
469.31,93.65655677911354
472.024,108.13178817964535
474.735,142.12420402589714
477.444,137.20681683465045
480.152,120.23835437150274
482.857,109.64897212468486
485.561,102.10691815983228
488.262,153.9471027366585
490.962,201.3139536399135
493.659,190.54236674843423
496.355,184.5862756518195
499.048,177.590078409964
501.74,168.1743500268799
504.43,177.0548882578496
507.118,182.18556894038784
509.804,161.56786799187194
512.488,189.48895483575143
515.17,244.4740715420321
517.85,298.14367387251605
520.528,322.83247708796125
523.204,306.20850175522855
525.878,284.5587862211032
528.551,298.02748003850047
531.221,302.13965167838296
533.89,292.42033433691677
536.556,303.82309555215716
539.221,289.6347972969197
541.883,332.71368940499224
544.544,367.9179791878123
547.203,367.3915439082889
549.86,352.61154801651765
552.515,354.0551080045543
555.168,327.2469096421314
557.819,349.5687299742758
560.469,338.83086408084637
563.116,346.414980407485
565.761,362.17888085848244
568.405,357.26602279439385
571.047,300.5340886487138
573.687,269.22165078263697
576.324,250.47197919696418
578.96,234.85684924400584
581.594,225.85273029186965
584.227,220.17411724588783
586.857,153.82114778433197
589.485,121.88912435603515
592.112,95.04470284467789
594.737,75.52589075688593
597.359,77.42775969604463
599.98,84.27387212182339
602.599,73.30199382398314
605.216,81.55933020571365
607.831,73.04538161458368
610.445,73.23575105444615
613.056,97.03452332591723
615.666,77.44092988114289
618.274,77.54934701188904
620.88,60.739770228112775
623.484,35.4397172079548
626.086,0.9813688429699141
628.686,18.887281711929973
631.284,20.203723221498876
633.881,56.64353066351987
636.476,92.15754368207672
639.068,105.88699122827256
641.659,103.73492613405324
644.249,124.12813587650908
646.836,139.44572000884546
649.421,119.01909616278317
652.005,138.94152986047948
654.587,107.44909289788347
657.166,70.82543125189932
659.745,63.54462822564665
662.321,50.89025806991367
664.895,29.86015389031445
667.468,55.64260412587919
670.038,58.85445378954728
672.607,51.493491422947045
675.174,43.747978908313144
677.739,22.901419375648857
680.303,-7.9531510805936705
682.864,-11.198871684831829
685.424,-2.266479549383803
687.982,-15.586685458557895
690.538,-3.018741308963399
693.092,-19.469483974425657
695.645,5.487619177862598
698.195,30.08866255514431
700.744,52.99834967738525
703.291,65.11951726067491
705.836,81.87884977681642
708.38,56.94116544148574
710.921,75.44751172620045
713.461,68.44373706077386
715.999,79.88049110718703
718.535,75.9941774144213
721.069,72.92600131137851
723.602,67.38863684743046
726.133,73.47575087581754
728.662,78.75724142276385
731.189,80.08876177087586
733.714,80.08791120920932
736.238,69.75328292619542
738.759,47.36922618828385
741.279,53.74394185191204
743.798,56.20948263738683
746.314,46.52651530752564
748.829,53.78908284630097
751.342,42.94841425652976
753.853,21.19387721469502
756.362,26.238692630535297
758.869,49.796125397098876
761.375,61.24615133128191
763.879,96.30212411435832
766.381,103.29648985156973
768.882,66.79983496504337
