Raman Shift,Processed Intensity
331.095,75.43604999999994
333.909,16.282591666666605
336.721,-17.405790476190532
339.531,-30.357054761904752
342.339,-20.96658933333334
345.145,-7.533456476190484
347.949,-14.544408190476187
350.751,1.0874412380952156
353.55,-12.596436761904785
356.348,-47.40939933333336
359.144,-38.92444171428572
361.937,-49.474052380952386
364.729,-4.53133809523802
367.518,74.90926666666678
370.306,184.37935714285732
373.091,304.9367285714288
375.874,442.5932952380955
378.656,429.1733333333335
381.435,355.8834000000001
384.212,232.7422333333334
386.988,125.5798095238096
389.761,65.32332380952387
392.532,77.4728190476191
395.301,90.86428380952385
398.068,79.09673238095242
400.833,56.62851380952383
403.596,46.53848952380953
406.358,13.240464285714307
409.117,29.911619047619094
411.874,48.25472142857144
414.629,37.73588761904763
417.382,12.917906666666678
420.133,16.88858476190481
422.882,37.35634000000009
425.629,113.98318666666678
428.374,197.09904857142874
431.117,269.65403809523826
433.858,295.21847619047634
436.597,312.0303333333335
439.334,269.8524761904763
442.069,215.11528571428582
444.802,185.6784285714287
447.533,187.97400000000013
450.262,205.57809523809541
452.989,270.9243809523811
455.714,302.7808095238097
458.438,281.725142857143
461.159,224.62161904761913
463.878,169.66866666666675
466.595,126.92214285714293
469.31,147.19997142857153
472.024,144.79742380952388
474.735,135.4856571428572
477.444,120.7511952380953
480.152,142.36637142857154
482.857,155.38923333333346
485.561,208.92582857142867
488.262,208.2732857142858
490.962,209.87147619047633
493.659,199.0174285714287
496.355,192.38952380952392
499.048,173.47561904761915
501.74,172.23990476190485
504.43,143.26614285714297
507.118,138.6612380952382
509.804,154.91309523809537
512.488,208.2717619047621
515.17,259.8438095238097
517.85,291.92700000000013
520.528,265.3902380952382
523.204,212.29233333333346
525.878,160.07295238095244
528.551,145.17190476190484
531.221,145.88547619047628
533.89,154.3675952380953
536.556,148.53343809523815
539.221,122.964580952381
541.883,105.24206666666672
544.544,98.85207619047625
547.203,95.27974761904768
549.86,115.43910952380962
552.515,168.71968095238105
555.168,164.03452380952388
557.819,147.9629095238096
560.469,127.65568571428575
563.116,105.59594285714296
565.761,108.21954285714298
568.405,174.4374476190477
571.047,190.92219047619056
573.687,207.15576190476202
576.324,209.14357142857156
578.96,224.3186190476192
581.594,211.68547619047632
584.227,214.295761904762
586.857,194.20019047619056
589.485,202.40219047619058
592.112,191.28519047619056
594.737,185.89874285714296
597.359,154.24481428571434
599.98,139.18186666666676
602.599,127.66280476190488
605.216,161.16429523809535
607.831,198.40067142857154
610.445,221.5140761904763
613.056,194.36085714285724
615.666,185.41585714285722
618.274,151.77228571428583
620.88,167.99952380952396
623.484,186.14285714285728
626.086,243.24690476190494
628.686,265.6893809523811
631.284,311.9426666666668
633.881,332.6215714285716
636.476,363.9123333333335
639.068,358.76285714285734
641.659,330.54909523809533
644.249,277.17071428571444
646.836,228.14557142857154
649.421,181.70621904761913
652.005,142.65610952380962
654.587,118.17965714285718
657.166,50.699057142857164
659.745,33.255752380952416
662.321,41.74770476190482
664.895,75.93030476190484
667.468,104.65389047619054
670.038,103.9117666666667
672.607,68.5067428571429
675.174,58.38464285714292
677.739,72.1099714285715
680.303,97.62832857142864
682.864,122.93315238095246
685.424,130.97027619047626
687.982,113.63806190476195
690.538,103.02536190476195
693.092,56.12576666666668
695.645,48.2187047619048
698.195,22.822076190476196
700.744,33.263428571428605
703.291,37.203819047619085
705.836,57.2568428571429
708.38,60.89347142857149
710.921,83.58493333333337
713.461,71.08839523809529
715.999,69.20883333333337
718.535,97.70366666666675
721.069,133.52108571428582
723.602,172.51416666666677
726.133,177.5362714285715
728.662,149.77414761904765
731.189,91.4623952380953
733.714,87.21638571428578
736.238,76.98539047619053
738.759,91.86170000000008
741.279,134.50871428571438
743.798,170.01908571428584
746.314,164.19959523809533
748.829,160.57132380952388
751.342,118.70344761904768
753.853,91.11749523809532
756.362,92.33490000000006
758.869,104.11576190476195
761.375,121.02972857142866
763.879,145.5987238095239
766.381,155.53537619047628
768.882,148.98087619047627
771.38,136.21979047619052
773.877,81.0602047619048
776.372,76.78680952380958
778.866,85.68436666666673
781.357,105.37100952380962
783.847,113.03629523809532
786.335,131.2986190476191
788.821,93.06217619047624
791.306,104.04079047619055
793.789,123.52010952380962
796.27,161.4520857142858
798.749,169.8367142857144
801.227,216.24528571428587
803.702,220.01152380952394
806.176,235.897142857143
808.649,239.09304761904775
811.119,255.64719047619064
813.588,227.94133333333346
816.055,220.1662380952382
818.521,184.22776190476202
820.984,158.60257142857154
823.446,147.14861904761918
825.906,178.29563809523822
828.365,171.66382857142867
830.821,154.68265714285724
833.276,155.11550476190487
835.729,166.9638000000001
838.181,177.37168571428583
840.631,211.57878095238107
843.079,202.3962380952382
845.525,185.73042857142866
847.97,181.01147619047626
850.412,141.6699666666667
852.854,105.23171904761908
855.293,74.03192380952385
857.731,42.97746666666671
860.167,59.83244571428577
862.601,70.83698857142859
865.034,44.945793809523835
867.465,44.208811428571444
869.894,32.676070000000024
872.321,25.492869523809567
874.747,62.61410047619053
877.171,87.3280952380953
879.594,115.35191904761913
882.014,134.49747619047628
884.433,149.1962857142858
886.851,164.45114285714297
889.266,193.8837142857144
891.68,203.5920000000001
894.092,189.96000000000006
896.503,174.32371428571437
898.912,147.06733333333344
901.319,137.00342857142866
903.724,152.65833333333342
906.128,170.51119047619056
908.53,172.37438095238105
910.931,206.87033333333346
913.329,197.85880952380964
915.726,183.81933333333342
918.122,188.27800952380963
920.516,167.809580952381
922.908,150.6069714285715
925.298,125.05458571428576
927.687,112.39292380952388
930.074,106.4822714285715
932.459,102.08691428571433
934.843,92.59089047619054
937.225,85.9488285714286
939.605,64.49690952380958
941.984,62.332833333333355
944.361,64.64958571428575
946.736,49.49725238095241
949.11,47.59265238095241
951.482,42.985571428571454
953.853,27.154485714285727
956.222,26.863357142857186
958.589,53.0191047619048
960.954,68.05225714285719
963.318,91.72671428571434
965.68,91.94896190476193
968.041,65.24447142857146
970.4,67.99589523809529
972.757,68.0618666666667
975.113,68.06287142857148
977.467,75.52421428571431
979.819,69.35185714285718
982.17,66.02322380952384
984.519,54.30148571428574
986.866,66.66380952380959
989.212,63.06355238095243
991.556,95.4062142857144
993.899,153.69291428571438
996.24,179.40049523809535
998.579,165.5773333333334
1000.92,143.17644761904765
1003.25,96.91252380952389
1005.59,102.54806666666676
1007.92,120.55956190476199
1010.25,127.8046095238096
1012.58,125.75970476190483
1014.91,121.52014285714293
1017.24,122.89595238095245
1019.56,124.93501904761912
1021.88,115.73211428571435
1024.2,108.2876571428572
1026.52,104.5536000000001
1028.84,126.10122857142868
1031.16,159.073542857143
1033.48,207.61316190476208
1035.79,232.48157142857158
1038.1,270.44042857142875
1040.41,317.72733333333355
1042.72,347.43719047619066
1045.03,337.04595238095254
1047.33,285.6958571428572
1049.64,209.52914285714297
1051.94,164.49761904761914
1054.24,166.7436666666668
1056.54,196.5047142857144
1058.84,206.25614285714298
1061.13,193.14009523809534
1063.43,177.58433333333343
1065.72,190.207142857143
1068.01,207.67428571428584
1070.3,225.1279047619049
1072.59,224.51933333333346
1074.87,206.7527142857144
1077.16,180.2553809523811
1079.44,194.59785714285726
1081.72,228.63619047619065
1084.0,279.08380952380975
1086.28,359.6062380952384
1088.56,452.5836190476193
1090.84,547.8241428571432
1093.11,650.6602380952385
1095.38,684.0905714285718
1097.65,636.5424761904766
1099.92,539.4911904761907
1102.19,446.7928571428574
1104.46,388.68419047619074
1106.72,378.7830952380954
1108.98,365.516904761905
1111.24,412.5987619047622
1113.5,461.9324761904765
1115.76,530.9928095238098
1118.02,593.8738095238099
1120.28,593.0027619047622
1122.53,554.6164761904765
1124.78,554.2377619047622
1127.03,517.531904761905
1129.28,468.8310000000003
1131.53,396.08652380952407
1133.77,326.4877142857145
1136.02,249.84271428571446
1138.26,214.53157142857157
1140.5,206.31447619047634
1142.74,243.5238095238097
1144.98,277.87280952380974
1147.22,333.69395238095257
1149.45,308.9857142857144
1151.69,240.4616666666668
1153.92,203.59638095238108
1156.15,164.19866666666672
1158.38,149.12457142857153
1160.61,152.03982857142864
1162.83,118.80028571428578
1165.06,74.07199523809528
1167.28,65.37751428571431
1169.5,47.096985714285765
1171.72,73.42009619047626
1173.94,80.67905571428575
1176.16,74.34933523809528
1178.37,54.28724428571431
1180.58,32.96817333333336
